tweet_text,class
Jide Sanwo-olu might have been able to justify the CCTV and Media Display that was switched off at  that le ,1
Imagine we had to go these lengths to establish a truth so glaring!,1
     I don't know who this Man of God is but he has a very important message for  on how ,1
"  If I died in this Massacre, I would want you all to demand for justice. ",-1
"   They tried to pitch Yoruba against Igbo and Igbo against Yoruba, but Afenifere group understood their plot &amp; released ",-1
Difference in opinion applies to things like preference in coke and Fanta or amala and things like that. I cannot agree to di ,-1
Tinubu is back to Lagos. All he can say about everything is that  I m still the Jagaban Watch this video &amp; get Angry,-1
"    If they didn't, who's job is it to produce who did?And mind yo  ",0
"  Guys, how far the  billboards and posters? We need to run am for all the states, run am like how politicians dey run ",0
I'm beyond sad that everyone has gone back to vibes tweeter. Almost no one is trending the  hashtag anymore. We ,-1
"  Ain t no stopping us nowAround the world are on the move So, we move   ",1
"  Sincerely, since they have apparently disbanded SARS, please any SARS operative seen on the streets, especially harassing ",-1
Let's make sure no one born before 1980 is elected into office in NigeriaLet's have,-1
General  Broadcast Was The Most Useless Broadcast Ever. This is The Broadcast He Should Have Given: Violence May ,-1
"  It was one of the most brutal nights in Nigeria, since the  protests began.   correspondent ",-1
"  Wether you peacefully protested or not, the evil approaching affects you too.E get why na community fight stop 1millio ",-1
The thread has stories of people whose lives were wasted by the police.An old man retruning from his son's wedding ,-1
Faxx faxx faxx we still have many criminal minded Nigerians..Reform Nigerians,-1
"  Youth Political Party - a fine start. Now think about your core political philosophy. That is, what do you stand for ",1
Depuis quelques jours des entrep ts o  sont stock s des denr es alimentaires sont pill s par la population au ,0
"  They think cos we stopped protesting  on the streets, they can sweep  incident under the carpets...LOL ",-1
The timely intervention of this great Airforce Officer saved a lot. Two Questions: 1. Can the  get the ,1
This isn't over. It can't even be or we're all fucked.,-1
LEGAL NOTICEDear  you re wrong.  is NOT responsible for ANYTHING that happened in Rivers during the,-1
"  At this point, the armed men where 3 minutes from the unarmed, Nigerian flag adored  protesters. ",1
Those asking victims &amp; bereaved families from  to advertise themselves shd pls listen to this....,-1
Young ppl died at lekki toll gate and nobody has been sacked No body has resigned Nobody has been charged It wil  ,-1
Mehn. We need to reignite the protest again o. Nothing has changed. Our people couldn't have just died for nothing,-1
Can I get 1000  comments . . Let s go,0
This is not a movie scene but a Nigeria Police Officer having a field day shooting at unarmed protesters. He is yet to be h ,-1
Nigerians in Russia protesting!,0
Northern Governors should tell us who among    and  is  pushing for regime cha ,0
Who ordered the shooting of peaceful protesters at Lekki on the 20th October 2020???,0
till we get our demands still.,0
protest ongoing at Berlin Alexandraplatz ,0
please continue to pray and spread awareness!! there s still issues goin on right now.,1
Let's make sure no one born before 1980 is elected into office in NigeriaLet's have,-1
JAGABAN help us  as the Ashiwaju of Lagos,1
The timely intervention of this great Airforce Officer saved a lot. Two Questions: 1. Can the,1
"  Calling it night, but having it in mind that we are still on ",1
"  Dear Franklin D. Magada,Thank you for your question. How do you propose I identify such people, without a public call? Le ",1
Shouts out to everyone who went out in Dallas tx &amp; gave their voice to the  outcry !! ,1
People are still getting extorted on the streets of Lagos by police officials.,-1
A short story of what Nigerian youths are about to turn Nigeria into. From Top to bottom. Let it sink.  https:/ ,-1
LEADERS STOP KILLING US  WE YOUTH A CHANCE TO RE WHITE NIGERIA ...I PLEDGE TO NIGERIA MY COUNTRY TO BE ,-1
Jagaban zoom zoom zoom to hell,-1
"  This our country sha!!!How can you ask people who barely survived a massacre, to provide a video evidence of the incid ",-1
Can t stop listening to this.,-1
"   Out of the 21cases on this list. Only 15 has a case number, and out of the 15, only two cases carries 2020 date ",0
I dare you to try this &amp; see how many fingers you have left. IT COULD BE YOU. ,-1
The Chief Security Officer of Lagos State  is yet to explain to Lagosians why he failed to secure their street ,-1
Since tinubu said he is still the jagaban of Lagos. That means nothing happens in this state without his knowledge. ,0
"  You will have to define what success means to you, and it doesn't have to make sense to anyone else.For instance: In my ",-1
I m ANGRY!!! You mean that people were singing the National Anthem with the Nigerian Flag in their hand. They were not violen ,-1
Naso  take commot from top 10 trending on twitter We don loose focus ,-1
Do you know that not less than 12  protesters were summarily execu ,-1
While they think you re sleeping...,0
where the military moved in and opened fire of live bullets on peaceful protesters over  on 20 ,-1
"  This was shared with me and it lifts my heart a bit. Today, Nigerians in Italy still carrying on with  protests a ",1
"  I think we should still be tweeting  cause they still haven't actually ended it, we still need our  and more.",-1
Just because something doesn t affect you doesn t mean it s not happening ,0
Nigerians said  and the Nigerian government replied with bullets. WE WILL NEVER FORGET.  -  Yesterday ,-1
"You will have to define what success means to you, and it doesn't have to make sense to anyone else.For instance:  ",0
Omo nothing is back to normal o.Still  in this bitch,-1
"  The same way Obasanjo is remembered for the Odi genocide, that's how Buhari would be remembered for the Lekki Massacre. Wi ",-1
please help us o.. They have started again,-1
" In all fairness, you didn t say anything offensive, and him taking it the wrong way sounds kinda lik  ",1
I'm such a strong woman...Face still swollen but we are almost there. I guess,-1
The people are looting warehouses for convid19 palliatives. The government finally broke them with the great ,-1
Guys please don't ignore this tweet retweet this post Aggressively when you see it  Peter Princewill has been kidnapped! Tod ,-1
"  Good morning guys, this is our own little way of helping out.1) If you re aware of any hospitals that are currently treatin ",1
"  I remember telling this man last year that if he tries to blackmail me, I will make him go viral. Well here goes nothing, H ",-1
"   If Hoodlums Don't Stop Looting, We'll intervene  OPC | Sahara Reporters  ",-1
"  Few days after Lekki Massacre, Ojujobo still came out to say  I still hold the title of Asiwaju Of Lagos, I'm still the Ja ",-1
They are arresting  protesters and secretly executing them. Trend it ,-1
"  If Obasanjo,  or Abdulsalami were in power, by now they d have visited Lagos. They would go to Lekki to lay a w ",-1
That spirit is fuckingpositive,1
Covid19 palliatives warehouse found in Jos.How wicked can these people be? We must continue No going back,1
"  Ghost Rider took them, Fake news!! ",-1
Calabar people sang national anthem after emptying Ayade's warehouse... My people are madd,-1
BELIEVE IT because it happened. No matter the coverups or the conspiracy going on. Never forget 2 ,1
We need a president who speaks the truth and doesn t lie.,1
are the toughest Muthafuckaz I have ever Met!,1
"   The day Nigeria wakes up, Africa will never be the same again .",1
Bonju le ma si my people. Today is a good day to,1
please help us o.. They have started again,-1
Don't Say anything Just RETWEET WITH ANGER... ,-1
"  I can t wait for the next phase of the  protest , we ll keep pushing for justice , for our sake , for the sake of ",1
"  Twitter Family, please who knows anyone that has a projector so we can play this at some targeted places in Lagos. KINDLY SE ",0
Bonjour n oubliez pas:Nigeria    Congo  Namibia  South Africa,0
